 Taxa de analfabetismo - Brasil
Taxa de analfabetismo por Município
Período:2010
"Município";"Taxa_de_analfabetismo"
"520396 BURITINOPOLIS";18,6
"520400 CABECEIRAS";13,8
"520410 CACHOEIRA ALTA";10,6
"520420 CACHOEIRA DE GOIAS";14,6
"520425 CACHOEIRA DOURADA";12,7
"520430 CACU";7,7
"520440 CAIAPONIA";13,6
"520450 CALDAS NOVAS";5,3
"520455 CALDAZINHA";10,8
"520460 CAMPESTRE DE GOIAS";12,9
"520465 CAMPINACU";12,2
"520470 CAMPINORTE";11,4
"520480 CAMPO ALEGRE DE GOIAS";9,5
"520485 CAMPO LIMPO DE GOIAS";13,2
"520490 CAMPOS BELOS";15,4
"520495 CAMPOS VERDES";19,4
"520500 CARMO DO RIO VERDE";11,0
"520505 CASTELANDIA";25,0
"520510 CATALAO";4,9
"520520 CATURAI";12,1
"520530 CAVALCANTE";27,0
"520540 CERES";6,9
"520545 CEZARINA";10,1
"520547 CHAPADAO DO CEU";4,7
"520549 CIDADE OCIDENTAL";4,8
"520551 COCALZINHO DE GOIAS";12,9
"520552 COLINAS DO SUL";12,0
"520570 CORREGO DO OURO";10,1
"520580 CORUMBA DE GOIAS";13,5
"520590 CORUMBAIBA";8,7
"520620 CRISTALINA";8,7
"520630 CRISTIANOPOLIS";6,5
"520640 CRIXAS";11,1
"520650 CROMINIA";12,0
"520660 CUMARI";8,0
"520670 DAMIANOPOLIS";17,4
"520680 DAMOLANDIA";13,8
"520690 DAVINOPOLIS";13,9
"520710 DIORAMA";11,7
"520725 DOVERLANDIA";15,2
"520735 EDEALINA";11,9
"520740 EDEIA";11,2
"520750 ESTRELA DO NORTE";15,6
"520753 FAINA";18,1
"520760 FAZENDA NOVA";14,6
"520780 FIRMINOPOLIS";11,0
"520790 FLORES DE GOIAS";17,3
"520800 FORMOSA";8,6
"520810 FORMOSO";11,5
"520815 GAMELEIRA DE GOIAS";11,7
"520830 DIVINOPOLIS DE GOIAS";21,3
"520840 GOIANAPOLIS";14,9
"520850 GOIANDIRA";7,5
"520860 GOIANESIA";9,0
"520870 GOIANIA";3,1
"520880 GOIANIRA";8,4
"520890 GOIAS";12,6
"520910 GOIATUBA";8,1
"520915 GOUVELANDIA";19,1
"520920 GUAPO";9,8
"520929 GUARAITA";9,6
"520940 GUARANI DE GOIAS";21,6
"520945 GUARINOS";12,9
"520960 HEITORAI";13,0
"520970 HIDROLANDIA";6,8
"520980 HIDROLINA";12,3
"520990 IACIARA";19,9
"520993 INACIOLANDIA";19,6
"520995 INDIARA";12,3
"521000 INHUMAS";9,5
"521010 IPAMERI";10,9
"521015 IPIRANGA DE GOIAS";12,5
"521020 IPORA";10,9
"521030 ISRAELANDIA";11,9
"521040 ITABERAI";9,2
"521056 ITAGUARI";14,2
"521060 ITAGUARU";14,5
"521080 ITAJA";10,6
"521090 ITAPACI";12,7
"521100 ITAPIRAPUA";15,9
"521120 ITAPURANGA";13,6
"521130 ITARUMA";11,4
"521140 ITAUCU";10,6
"521150 ITUMBIARA";7,4
"521160 IVOLANDIA";12,3
"521170 JANDAIA";13,1
"521180 JARAGUA";9,4
"521190 JATAI";6,8
"521200 JAUPACI";18,1
"521205 JESUPOLIS";14,9
"521210 JOVIANIA";10,8
"521220 JUSSARA";12,6
"521225 LAGOA SANTA";6,9
"521230 LEOPOLDO DE BULHOES";14,4
"521250 LUZIANIA";8,0
"521260 MAIRIPOTABA";11,3
"521270 MAMBAI";19,7
"521280 MARA ROSA";14,6
"521290 MARZAGAO";10,0
"521295 MATRINCHA";17,5
"521300 MAURILANDIA";14,3
"521305 MIMOSO DE GOIAS";15,5
"521308 MINACU";13,2
"521310 MINEIROS";7,3
"521340 MOIPORA";14,6
"521350 MONTE ALEGRE DE GOIAS";24,0
"521370 MONTES CLAROS DE GOIAS";11,8
"521375 MONTIVIDIU";8,8
"521377 MONTIVIDIU DO NORTE";16,9
"521380 MORRINHOS";8,1
"521385 MORRO AGUDO DE GOIAS";13,8
"521390 MOSSAMEDES";14,6
"521400 MOZARLANDIA";13,6
"521405 MUNDO NOVO";20,3
"521410 MUTUNOPOLIS";17,1
"521440 NAZARIO";12,6
"521450 NEROPOLIS";6,6
"521460 NIQUELANDIA";11,6
"521470 NOVA AMERICA";16,9
"521480 NOVA AURORA";11,2
"521483 NOVA CRIXAS";20,1
"521486 NOVA GLORIA";16,4
"521487 NOVA IGUACU DE GOIAS";11,4
"521490 NOVA ROMA";21,4
"521500 NOVA VENEZA";9,1
"521520 NOVO BRASIL";12,7
"521523 NOVO GAMA";7,3
"521525 NOVO PLANALTO";19,6
"521530 ORIZONA";6,8
"521540 OURO VERDE DE GOIAS";10,1
"521550 OUVIDOR";7,1
"521560 PADRE BERNARDO";13,1
"521565 PALESTINA DE GOIAS";7,3
"521570 PALMEIRAS DE GOIAS";10,2
"521580 PALMELO";9,0
"521590 PALMINOPOLIS";11,7
"521600 PANAMA";13,6
"521630 PARANAIGUARA";13,4
"521640 PARAUNA";11,8
"521645 PEROLANDIA";12,0
"521680 PETROLINA DE GOIAS";9,9
"521690 PILAR DE GOIAS";11,2
"521710 PIRACANJUBA";10,8
"521720 PIRANHAS";13,7
"521730 PIRENOPOLIS";11,0
"521740 PIRES DO RIO";6,7
"521760 PLANALTINA";9,8
"521770 PONTALINA";13,7
"521800 PORANGATU";9,5
"521805 PORTEIRAO";12,9
"521810 PORTELANDIA";14,1
"521830 POSSE";12,8
"521839 PROFESSOR JAMIL";14,1
"521850 QUIRINOPOLIS";9,1
"521860 RIALMA";6,6
"521870 RIANAPOLIS";14,6
"521878 RIO QUENTE";4,1
"521880 RIO VERDE";6,3
"521890 RUBIATABA";9,2
"521900 SANCLERLANDIA";11,7
"521910 SANTA BARBARA DE GOIAS";12,1
"521920 SANTA CRUZ DE GOIAS";13,8
"521925 SANTA FE DE GOIAS";11,9
"521930 SANTA HELENA DE GOIAS";10,9
"521935 SANTA ISABEL";13,9
"521940 SANTA RITA DO ARAGUAIA";8,8
"521945 SANTA RITA DO NOVO DESTINO";22,3
"521950 SANTA ROSA DE GOIAS";14,2
"521960 SANTA TEREZA DE GOIAS";15,3
"521970 SANTA TEREZINHA DE GOIAS";14,5
"521971 SANTO ANTONIO DA BARRA";18,6
"521973 SANTO ANTONIO DE GOIAS";8,0
"521975 SANTO ANTONIO DO DESCOBERTO";8,7
"521980 SAO DOMINGOS";25,0
"521990 SAO FRANCISCO DE GOIAS";15,5
"522000 SAO JOAO D'ALIANCA";13,0
"522005 SAO JOAO DA PARAUNA";11,8
"522010 SAO LUIS DE MONTES BELOS";9,5
"522015 SAO LUIZ DO NORTE";16,2
"522020 SAO MIGUEL DO ARAGUAIA";11,4
"522026 SAO MIGUEL DO PASSA QUATRO";10,9
"522028 SAO PATRICIO";12,1
"522040 SAO SIMAO";11,2
"522045 SENADOR CANEDO";6,7
"522050 SERRANOPOLIS";11,6
"522060 SILVANIA";8,0
"522068 SIMOLANDIA";18,8
"522070 SITIO D'ABADIA";22,8
"522100 TAQUARAL DE GOIAS";10,7
"522108 TERESINA DE GOIAS";15,0
"522119 TEREZOPOLIS DE GOIAS";13,1
"522130 TRES RANCHOS";6,6
"522140 TRINDADE";7,5
"522145 TROMBAS";17,0
"522150 TURVANIA";11,6
"522155 TURVELANDIA";18,6
"522157 UIRAPURU";18,3
"522160 URUACU";10,1
"522170 URUANA";12,9
"522180 URUTAI";7,9
"522185 VALPARAISO DE GOIAS";3,4
"522190 VARJAO";15,1
"522200 VIANOPOLIS";8,7
"522205 VICENTINOPOLIS";12,5
"522220 VILA BOA";16,9
"522230 VILA PROPICIO";18,7
"530010 BRASILIA";3,6
"Total";9,4
 Fonte: IBGE - Censos Demográficos
 Consulte o sítio da Secretaria Estadual de Saúde e do
 IBGE para mais informações.
